Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/13/2023,"Rocket Money     Premium    ST-B4Y7K2S1J4J1 CCD ID: 1800948598",-8.00,MISC_DEBIT,1749.97,,
DEBIT,09/13/2023,"Payment to Chase card ending in 9901 09/13",-495.66,LOAN_PMT,1757.97,,
CREDIT,09/13/2023,"eBay ComZVBBYYS9 PAYMENTS   7DWCNLCTPASQA6K CCD ID: 1618206000",9.51,ACH_CREDIT,2253.63,,
DEBIT,09/12/2023,"NETFLIX.COM NETFLIX.COM CA                   09/12",-7.54,DEBIT_CARD,2244.12,,
DEBIT,09/12/2023,"MINDBLOOM HTTPSWWW.MIND FL                   09/12",-386.00,DEBIT_CARD,2251.66,,
DEBIT,09/12/2023,"Nintendo CD1053134110 800-2553700 WA         09/12",-4.30,DEBIT_CARD,2637.66,,
DEBIT,09/11/2023,"AMERICAN EXPRESS ACH PMT    A2446           WEB ID: 9493560001",-2.16,ACH_DEBIT,2641.96,,
DEBIT,09/11/2023,"SHELL SERVICE STATION SUN LAKES AZ   883536  09/09",-53.19,DEBIT_CARD,2644.12,,
DEBIT,09/11/2023,"SHELL OIL 57442011003 SUN LAKES AZ           09/09",-34.04,DEBIT_CARD,2697.31,,
DEBIT,09/11/2023,"Autosave General Saving 11446336052",-830.00,ACCT_XFER,2731.35,,
DEBIT,09/11/2023,"Microsoft G028436014 701-2817490 WA          09/09",-54.15,DEBIT_CARD,3561.35,,
DEBIT,09/08/2023,"UNITY TECHNOLOGI IAT PAYPAL 1029291662487   WEB ID: 770510487C",-8.14,ACH_DEBIT,3615.50,,
DEBIT,09/08/2023,"IC* INSTACART 888-2467822 CA                 09/07",-78.66,DEBIT_CARD,3623.64,,
CREDIT,09/08/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.78,ACH_CREDIT,3702.30,,
DEBIT,09/07/2023,"Instacart San Francisco CA           782962  09/07",-3.00,DEBIT_CARD,804.52,,
DEBIT,09/07/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        09/07",-10.55,DEBIT_CARD,807.52,,
DEBIT,09/06/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        09/05",-49.95,DEBIT_CARD,818.07,,
DEBIT,09/06/2023,"APPLE.COM/BILL 866-712-7753 CA               09/06",-6.46,DEBIT_CARD,868.02,,
DEBIT,09/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        09/05",-61.33,DEBIT_CARD,874.48,,
DEBIT,09/06/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  640521  09/06",140.00,DEBIT_CARD,935.81,,
DEBIT,09/05/2023,"Instacart San Francisco CA           772541  09/05",-1.86,DEBIT_CARD,795.81,,
DEBIT,09/05/2023,"Instacart San Francisco CA           772917  09/05",-45.00,DEBIT_CARD,797.67,,
DEBIT,09/05/2023,"Instacart San Francisco CA           802465  09/05",-49.82,DEBIT_CARD,842.67,,
DEBIT,09/05/2023,"AUTODS LTD       IAT PAYPAL 1029174010768   WEB ID: 770510487C",-33.80,ACH_DEBIT,892.49,,
DEBIT,09/05/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-178.00,ACH_DEBIT,926.29,,
DEBIT,09/05/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-16.28,ACH_DEBIT,1104.29,,
DEBIT,09/05/2023,"FRYS FOOD 985 E RIGGS CHANDLER AZ            09/03",-283.75,DEBIT_CARD,1120.57,,
DEBIT,09/05/2023,"PIZZA HUT 35865 https://ipcha AZ             09/03",-59.70,DEBIT_CARD,1404.32,,
DEBIT,09/05/2023,"MCDONALD'S F24901 SUN LAKES AZ               09/02",-21.87,DEBIT_CARD,1464.02,,
DEBIT,09/05/2023,"CVS/PHARMACY #03 03491 Sun Lakes AZ  400937  09/02",-68.00,DEBIT_CARD,1485.89,,
DEBIT,09/05/2023,"MCDONALD'S F18584 CHANDLER AZ                09/01",-15.76,DEBIT_CARD,1553.89,,
DEBIT,09/05/2023,"JOLIES PLACE CHANDLER AZ                     09/01",-7.00,DEBIT_CARD,1569.65,,
DEBIT,09/05/2023,"JOLIES PLACE CHANDLER AZ                     09/01",-89.00,DEBIT_CARD,1576.65,,
DEBIT,09/05/2023,"CHEVRON 0376273 CHANDLER AZ                  09/01",-2.04,DEBIT_CARD,1665.65,,
CREDIT,09/05/2023,"eBay ComS24MG6NT PAYMENTS   IFNTUF1REOUEJ6B CCD ID: 1618206000",18.07,ACH_CREDIT,1667.69,,
DEBIT,09/01/2023,"CALENDLY HTTPSCALENDLY GA                    08/31",-10.71,DEBIT_CARD,1649.62,,
DEBIT,08/31/2023,"METAPAY*Jessica Pugh pay.fb.com CA           08/30",-16.00,DEBIT_CARD,1660.33,,
DEBIT,08/31/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         08/30",-50.00,DEBIT_CARD,1676.33,,
DEBIT,08/31/2023,"APPLE.COM/BILL 866-712-7753 CA               08/30",-21.55,DEBIT_CARD,1726.33,,
DEBIT,08/30/2023,"QT 1402 INSIDE PHOENIX AZ                    08/28",-3.79,DEBIT_CARD,1747.88,,
DEBIT,08/30/2023,"VITAL4MEN CHANDLER AZ                        08/28",-45.00,DEBIT_CARD,1751.67,,
DEBIT,08/29/2023,"LH Trading Atlanta GA                        08/29",-64.82,DEBIT_CARD,1796.67,,
DEBIT,08/29/2023,"CVS/PHARMACY #00 00193 Chandler AZ   507405  08/28",-24.78,DEBIT_CARD,1861.49,,
DEBIT,08/29/2023,"CENTRAL VAPORS 469-8287307 TX                08/28",-40.97,DEBIT_CARD,1886.27,,
DEBIT,08/28/2023,"APPLE.COM/BILL 866-712-7753 CA               08/28",-16.16,DEBIT_CARD,1927.24,,
DEBIT,08/28/2023,"PAYPAL           INST XFER  TAKE STASIS     WEB ID: PAYPALSI77",-79.00,ACH_DEBIT,1943.40,,
DEBIT,08/28/2023,"MCDONALD'S F24901 SUN LAKES AZ               08/26",-34.40,DEBIT_CARD,2022.40,,
DEBIT,08/28/2023,"Instacart San Francisco CA           782911  08/26",-40.95,DEBIT_CARD,2056.80,,
DEBIT,08/28/2023,"CLOUD SLINGERS CHANDLER AZ                   08/26",-70.67,DEBIT_CARD,2097.75,,
DEBIT,08/28/2023,"TST* Mango Crazy - Chan Chandler AZ          08/26",-42.93,DEBIT_CARD,2168.42,,
DEBIT,08/28/2023,"Autosave General Saving 11440961158",-830.00,ACCT_XFER,2211.35,,
DEBIT,08/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,3041.35,,
DEBIT,08/28/2023,"CIRCLE K # 05301 CHANDLER AZ                 08/25",-17.82,DEBIT_CARD,3193.56,,
CREDIT,08/28/2023,"eBay ComTIBEQV8O PAYMENTS   MZF5IIREWJPPJ6E CCD ID: 1618206000",15.52,ACH_CREDIT,3211.38,,
DEBIT,08/25/2023,"Payment to Chase card ending in 9901 08/25",-133.93,LOAN_PMT,3195.86,,
DEBIT,08/25/2023,"Online Transfer to SAV ...8306 transaction#: 18262317016 08/25",-500.00,ACCT_XFER,3329.79,,
DEBIT,08/25/2023,"VITAL4MEN CHANDLER AZ                        08/23",-45.00,DEBIT_CARD,3829.79,,
DEBIT,08/25/2023,"SUPER STAR CAR WASH A 623-536-5956 AZ        08/23",-29.95,DEBIT_CARD,3874.79,,
CREDIT,08/25/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.80,ACH_CREDIT,3904.74,,
DEBIT,08/24/2023,"APPLE.COM/BILL 866-712-7753 CA               08/23",-23.69,DEBIT_CARD,1006.94,,
DEBIT,08/23/2023,"GEICO  *AUTO 800-841-3000 DC                 08/23",-112.62,DEBIT_CARD,1030.63,,
DEBIT,08/23/2023,"TST* WHICH WICH 362 SAN GILBERT AZ           08/23",-38.31,DEBIT_CARD,1143.25,,
CREDIT,08/23/2023,"Online Transfer from SAV ...8306 transaction#: 18240354452",1000.00,ACCT_XFER,1181.56,,
DEBIT,08/22/2023,"CIRCLE K # 05301 CHANDLER AZ                 08/21",-48.72,DEBIT_CARD,181.56,,
DEBIT,08/22/2023,"VISIONWORKS INC - 387 CHANDLER AZ            08/21",-16.00,DEBIT_CARD,230.28,,
DEBIT,08/22/2023,"VISIONWORKS INC - 80387 CHANDLER AZ          08/21",-91.50,DEBIT_CARD,246.28,,
DEBIT,08/21/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,337.78,,
DEBIT,08/21/2023,"PAYPAL           INST XFER  TWILIO          WEB ID: PAYPALSI77",-10.38,ACH_DEBIT,340.78,,
DEBIT,08/21/2023,"Instacart San Francisco CA           792329  08/21",-3.64,DEBIT_CARD,351.16,,
DEBIT,08/21/2023,"IC* INSTACART 888-2467822 CA                 08/21",-160.87,DEBIT_CARD,354.80,,
DEBIT,08/21/2023,"AUTUDOS LTD      IAT PAYPAL 1028899726354   WEB ID: 770510487C",-0.99,ACH_DEBIT,515.67,,
DEBIT,08/21/2023,"N.G.C.A TECHNOLO IAT PAYPAL 1028899801732   WEB ID: 770510487C",-15.00,ACH_DEBIT,516.66,,
DEBIT,08/21/2023,"N.G.C.A TECHNOLO IAT PAYPAL 1028914306014   WEB ID: 770510487C",-44.99,ACH_DEBIT,531.66,,
DEBIT,08/21/2023,"AUTODS LTD       IAT PAYPAL 1028916226562   WEB ID: 770510487C",-52.63,ACH_DEBIT,576.65,,
DEBIT,08/21/2023,"TIL*TP BLACK ROCK BR23 CHANDLER AZ           08/20",-12.22,DEBIT_CARD,629.28,,
DEBIT,08/21/2023,"WHP-RIZZO'S PIZZA CHANDLER AZ                08/20",-14.00,DEBIT_CARD,641.50,,
DEBIT,08/21/2023,"WHP-RIVER BAR CHANDLER AZ                    08/20",-18.00,DEBIT_CARD,655.50,,
DEBIT,08/21/2023,"NON-CHASE ATM WITHDRAW               717580  08/195040 WEST",-103.00,ATM,673.50,,
DEBIT,08/21/2023,"SHIPT* MONTHLY MEMBE WWW.SHIPT.COM AL        08/19",-10.99,DEBIT_CARD,776.50,,
DEBIT,08/21/2023,"GRUBHUBBLACKBEARDINER GRUBHUB.COM NY         08/20",-27.03,DEBIT_CARD,787.49,,
DEBIT,08/21/2023,"THE VAPE LAB 1 CHANDLER AZ                   08/18",-19.39,DEBIT_CARD,814.52,,
DEBIT,08/21/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        08/18",-56.21,DEBIT_CARD,833.91,,
DEBIT,08/21/2023,"EASYCODE BURNABY BC                          08/19",6.10,DEBIT_CARD,890.12,,
DEBIT,08/18/2023,"DJs Smoke Shop 2 Chandler AZ         091828  08/18",-2.15,DEBIT_CARD,884.02,,
DEBIT,08/18/2023,"Amazon Prime*TO93X69 Amzn.com/bill WA        08/18",-16.08,DEBIT_CARD,886.17,,
DEBIT,08/18/2023,"LABORATORY CORPORATIO 800-222-7566 NC        08/17",-14.01,DEBIT_CARD,902.25,,
DEBIT,08/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,916.26,,
DEBIT,08/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           08/17",-75.47,DEBIT_CARD,929.21,,
DEBIT,08/16/2023,"EASYCODE BURNABY BC                          08/15",-7.00,DEBIT_CARD,1004.68,,
DEBIT,08/15/2023,"SAFEWAY #1566 CHANDLER AZ            218134  08/14",-239.90,DEBIT_CARD,1011.68,,
DEBIT,08/14/2023,"STT ENT.         IAT PAYPAL 1028789786581   WEB ID: 770510487C",-39.97,ACH_DEBIT,1251.58,,
DEBIT,08/14/2023,"N.G.C.A TECHNOLO IAT PAYPAL 1028760422328   WEB ID: 770510487C",-1.00,ACH_DEBIT,1291.55,,
DEBIT,08/14/2023,"AUTODS LTD       IAT PAYPAL 1028758748103   WEB ID: 770510487C",-4.49,ACH_DEBIT,1292.55,,
DEBIT,08/14/2023,"Rocket Money     Premium    ST-A6V9S9S8U7D1 CCD ID: 1800948598",-8.00,MISC_DEBIT,1297.04,,
DEBIT,08/14/2023,"SAFEWAY #1566 CHANDLER AZ                    08/13",-65.57,DEBIT_CARD,1305.04,,
DEBIT,08/14/2023,"APPLE.COM/BILL 866-712-7753 CA               08/14",-3.22,DEBIT_CARD,1370.61,,
DEBIT,08/14/2023,"TST* Fiesta Mexicana - chandler AZ           08/13",-117.01,DEBIT_CARD,1373.83,,
DEBIT,08/14/2023,"Nintendo CD1035897712 800-2553700 WA         08/13",-4.30,DEBIT_CARD,1490.84,,
DEBIT,08/14/2023,"MINDBLOOM HTTPSWWW.MIND FL                   08/13",-386.00,DEBIT_CARD,1495.14,,
DEBIT,08/14/2023,"Payment to Chase card ending in 9901 08/14",-1167.93,LOAN_PMT,1881.14,,
DEBIT,08/14/2023,"Microsoft G027353036 701-2817490 WA          08/12",-9.36,DEBIT_CARD,3049.07,,
DEBIT,08/14/2023,"NETFLIX.COM NETFLIX.COM CA                   08/12",-7.54,DEBIT_CARD,3058.43,,
DEBIT,08/14/2023,"Autosave General Saving 11435802984",-830.00,ACCT_XFER,3065.97,,
DEBIT,08/14/2023,"HARKINS CHANDLER FASHON CHANDLER AZ          08/11",-7.75,DEBIT_CARD,3895.97,,
DEBIT,08/14/2023,"HARKINS CHANDLER FASHON CHANDLER AZ          08/11",-19.50,DEBIT_CARD,3903.72,,
DEBIT,08/14/2023,"HARKINS CHANDLER FASHON CHANDLER AZ          08/11",-9.00,DEBIT_CARD,3923.22,,
DEBIT,08/14/2023,"Amazon seller repay AMZN.COM/BILL WA         08/12",-43.11,DEBIT_CARD,3932.22,,
DEBIT,08/14/2023,"TREND VAPE PHOENIX AZ                        08/11",-35.82,DEBIT_CARD,3975.33,,
DEBIT,08/14/2023,"BURGER KING #11462 Q07 GILBERT AZ            08/10",-9.45,DEBIT_CARD,4011.15,,
DEBIT,08/11/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         08/10",-25.00,DEBIT_CARD,4020.60,,
DEBIT,08/11/2023,"VITAL4MEN CHANDLER AZ                        08/09",-69.00,DEBIT_CARD,4045.60,,
DEBIT,08/11/2023,"VITAL4MEN CHANDLER AZ                        08/09",-45.00,DEBIT_CARD,4114.60,,
CREDIT,08/11/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.79,ACH_CREDIT,4159.60,,
DEBIT,08/10/2023,"AKCHIN PAVILION AMPHI PHOENIX AZ             08/09",-13.03,DEBIT_CARD,1261.81,,
DEBIT,08/10/2023,"AKCHIN PAVILION AMPHI PHOENIX AZ             08/09",-11.24,DEBIT_CARD,1274.84,,
DEBIT,08/10/2023,"QT 449 PHOENIX AZ                            08/09",-1.59,DEBIT_CARD,1286.08,,
DEBIT,08/09/2023,"WALGREENS STORE 1975 S CHANDLER AZ   549991  08/09",-17.23,DEBIT_CARD,1287.67,,
DEBIT,08/09/2023,"AMERICAN EXPRESS ACH PMT    A4418           WEB ID: 9493560001",-2.16,ACH_DEBIT,1304.90,,
DEBIT,08/09/2023,"aliexpress 408-7855580 CA                    08/08",-4.17,DEBIT_CARD,1307.06,,
DEBIT,08/09/2023,"EAST VALLEY DERMATOLOG CHANDLER AZ           08/07",-50.00,DEBIT_CARD,1311.23,,
DEBIT,08/08/2023,"AUTODS LTD       IAT PAYPAL 1028686949868   WEB ID: 770510487C",-0.99,ACH_DEBIT,1361.23,,
DEBIT,08/08/2023,"AUTODS LTD       IAT PAYPAL 1028686956753   WEB ID: 770510487C",-10.36,ACH_DEBIT,1362.22,,
DEBIT,08/08/2023,"aliexpress 114-087855580 CA                  08/08",-7.91,DEBIT_CARD,1372.58,,
DEBIT,08/08/2023,"aliexpress 408-7855580 CA                    08/08",-10.15,DEBIT_CARD,1380.49,,
DEBIT,08/08/2023,"aliexpress 114-087855580 CA                  08/08",-7.90,DEBIT_CARD,1390.64,,
DEBIT,08/08/2023,"XI TEA LLC PHOENIX AZ                        08/07",-38.90,DEBIT_CARD,1398.54,,
DEBIT,08/08/2023,"SQ *RED STAR VAPOR-KYRE Chandler AZ          08/07",-44.62,DEBIT_CARD,1437.44,,
DEBIT,08/08/2023,"aliexpress 408-7855580 CA                    08/08",-1.81,DEBIT_CARD,1482.06,,
DEBIT,08/08/2023,"ORBITEL COMMUNICATION 520-568-8890 AZ        08/07",-49.95,DEBIT_CARD,1483.87,,
DEBIT,08/07/2023,"AUTUDOS LTD      IAT PAYPAL 1028667484140   WEB ID: 770510487C",-0.99,ACH_DEBIT,1533.82,,
DEBIT,08/07/2023,"TACO BELL 037559 CHANDLER AZ                 08/06",-11.97,DEBIT_CARD,1534.81,,
DEBIT,08/07/2023,"THE VAPE LAB CHANDLER AZ                     08/06",-55.36,DEBIT_CARD,1546.78,,
DEBIT,08/07/2023,"WALGREENS STORE 10324 SUN LAKES AZ   859298  08/06",-75.65,DEBIT_CARD,1602.14,,
DEBIT,08/07/2023,"MCDONALD'S F18584 CHANDLER AZ                08/05",-4.93,DEBIT_CARD,1677.79,,
DEBIT,08/07/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        08/06",-10.55,DEBIT_CARD,1682.72,,
DEBIT,08/07/2023,"ELEMENTS CHANDLER SOUTH CHANDLER AZ          08/05",-20.00,DEBIT_CARD,1693.27,,
DEBIT,08/07/2023,"APPLE.COM/BILL 866-712-7753 CA               08/06",-5.38,DEBIT_CARD,1713.27,,
DEBIT,08/07/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        08/05",-61.33,DEBIT_CARD,1718.65,,
DEBIT,08/07/2023,"JACK IN THE BOX 1518 CHANDLER AZ             08/05",-16.84,DEBIT_CARD,1779.98,,
DEBIT,08/07/2023,"JOLIES PLACE CHANDLER AZ                     08/04",-73.32,DEBIT_CARD,1796.82,,
DEBIT,08/04/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-14.11,ACH_DEBIT,1870.14,,
DEBIT,08/04/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-185.00,ACH_DEBIT,1884.25,,
DEBIT,08/04/2023,"MCDONALD'S F24901 SUN LAKES AZ               08/03",-20.81,DEBIT_CARD,2069.25,,
DEBIT,08/04/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          08/03",-40.00,DEBIT_CARD,2090.06,,
DEBIT,08/03/2023,"eBay C 08-10353-60740 San Jose CA            08/03",-0.30,DEBIT_CARD,2130.06,,
DEBIT,08/03/2023,"LIGHTHOUSE PSYCHIATRY 480-5656440 AZ         08/02",-25.00,DEBIT_CARD,2130.36,,
DEBIT,08/03/2023,"TACO BELL 037546 GILBERT AZ                  08/02",-5.70,DEBIT_CARD,2155.36,,
DEBIT,08/03/2023,"THE VAPE LAB CHANDLER AZ                     08/02",-38.79,DEBIT_CARD,2161.06,,
DEBIT,08/02/2023,"APPLE.COM/BILL 866-712-7753 CA               08/01",-21.55,DEBIT_CARD,2199.85,,
DEBIT,08/01/2023,"CALENDLY HTTPSCALENDLY GA                    07/31",-10.71,DEBIT_CARD,2221.40,,
DEBIT,07/31/2023,"PAYPAL           INST XFER  TAKE STASIS     WEB ID: PAYPALSI77",-79.00,ACH_DEBIT,2232.11,,
DEBIT,07/31/2023,"CKE*IKES LOVE AND SAND QUEEN CREEK CA        07/30",-5.70,DEBIT_CARD,2311.11,,
DEBIT,07/31/2023,"CKE*IKES LOVE AND SAND QUEEN CREEK CA        07/30",-31.49,DEBIT_CARD,2316.81,,
DEBIT,07/31/2023,"WALGREENS STORE 3005 E CHANDLER AZ   960414  07/30",-25.09,DEBIT_CARD,2348.30,,
DEBIT,07/31/2023,"OPENAI OPENAI.COM CA                         07/30",-16.17,DEBIT_CARD,2373.39,,
DEBIT,07/31/2023,"MAJESTIC CHANDLER 9 ALO CHANDLER AZ          07/30",-78.78,DEBIT_CARD,2389.56,,
DEBIT,07/31/2023,"MAJESTIC CHANDLER 9 B&M CHANDLER AZ          07/29",-25.34,DEBIT_CARD,2468.34,,
DEBIT,07/31/2023,"Autosave General Saving 11430246872",-830.00,ACCT_XFER,2493.68,,
DEBIT,07/31/2023,"JOLIES PLACE CHANDLER AZ                     07/28",-47.39,DEBIT_CARD,3323.68,,
DEBIT,07/31/2023,"APPLE.COM/BILL 866-712-7753 CA               07/28",-16.16,DEBIT_CARD,3371.07,,
DEBIT,07/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,3387.23,,
DEBIT,07/28/2023,"JACK IN THE BOX 1144 CHANDLER AZ             07/27",-28.39,DEBIT_CARD,3539.44,,
CREDIT,07/28/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.79,ACH_CREDIT,3567.83,,
DEBIT,07/27/2023,"VITAL4MEN CHANDLER AZ                        07/25",-45.00,DEBIT_CARD,670.04,,
DEBIT,07/26/2023,"JACK IN THE BOX 1144 CHANDLER AZ             07/25",-17.70,DEBIT_CARD,715.04,,
DEBIT,07/26/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          07/25",-23.88,DEBIT_CARD,732.74,,
DEBIT,07/25/2023,"ACE PARKING 3493 PHOENIX AZ                  07/24",-5.00,DEBIT_CARD,756.62,,
DEBIT,07/25/2023,"TCKTWEB*DIVABLEACHSIG 800-965-4827 CA        07/25",-36.90,DEBIT_CARD,761.62,,
DEBIT,07/25/2023,"TST* Crescent Ballroom Phoenix AZ            07/24",-26.40,DEBIT_CARD,798.52,,
DEBIT,07/25/2023,"SUPER STAR CAR WASH AZR CHANDLER AZ          07/23",-29.95,DEBIT_CARD,824.92,,
DEBIT,07/24/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          07/23",-10.00,DEBIT_CARD,854.87,,
DEBIT,07/24/2023,"TST* WOW WOW HAWAIIAN L PHOENIX AZ           07/24",-19.55,DEBIT_CARD,864.87,,
DEBIT,07/24/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    07/23",-25.00,DEBIT_CARD,884.42,,
DEBIT,07/24/2023,"GEICO  *AUTO 800-841-3000 DC                 07/23",-112.62,DEBIT_CARD,909.42,,
DEBIT,07/24/2023,"APPLE.COM/BILL 866-712-7753 CA               07/24",-44.18,DEBIT_CARD,1022.04,,
DEBIT,07/24/2023,"TST* Floridinos Chandler AZ                  07/22",-50.95,DEBIT_CARD,1066.22,,
DEBIT,07/24/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    07/22",-25.00,DEBIT_CARD,1117.17,,
DEBIT,07/24/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    07/22",-20.00,DEBIT_CARD,1142.17,,
DEBIT,07/24/2023,"SP TRY AURI HTTPSWWW.TRYA WY                 07/22",-46.94,DEBIT_CARD,1162.17,,
DEBIT,07/24/2023,"CIRCLE K 09152 PHOENIX AZ                    07/22",-45.58,DEBIT_CARD,1209.11,,
DEBIT,07/24/2023,"CIRCLE K 09152 5105 E PHOENIX AZ             07/21",-3.99,DEBIT_CARD,1254.69,,
DEBIT,07/24/2023,"JOLIES PLACE CHANDLER AZ                     07/21",-40.85,DEBIT_CARD,1258.68,,
DEBIT,07/24/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  550288  07/23",172.00,DEBIT_CARD,1299.53,,
DEBIT,07/21/2023,"WALGREENS STORE 785 S GILBERT AZ     900399  07/21",-20.21,DEBIT_CARD,1127.53,,
DEBIT,07/21/2023,"THE VAPE LAB CHANDLER AZ                     07/20",-73.26,DEBIT_CARD,1147.74,,
DEBIT,07/21/2023,"GRUBHUBMOONCHINABISTR GRUBHUB.COM NY         07/21",-53.48,DEBIT_CARD,1221.00,,
DEBIT,07/20/2023,"SHIPT* MONTHLY MEMBE WWW.SHIPT.COM AL        07/19",-10.99,DEBIT_CARD,1274.48,,
DEBIT,07/20/2023,"JOLIES PLACE CHANDLER AZ                     07/18",-43.83,DEBIT_CARD,1285.47,,
DEBIT,07/19/2023,"Payment to Chase card ending in 9901 07/19",-667.12,LOAN_PMT,1329.30,,
DEBIT,07/19/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        07/18",-56.21,DEBIT_CARD,1996.42,,
DEBIT,07/18/2023,"DJs Smoke Shop 2 Chandler AZ         800045  07/18",-24.02,DEBIT_CARD,2052.63,,
DEBIT,07/18/2023,"IC* INSTACART HTTPSINSTACAR CA               07/18",-23.89,DEBIT_CARD,2076.65,,
DEBIT,07/18/2023,"IC* FRYS DEL VIA INS HTTPSDELIVERY CA        07/18",-220.00,DEBIT_CARD,2100.54,,
DEBIT,07/18/2023,"Amazon Prime*BE2C875 Amzn.com/bill WA        07/18",-16.08,DEBIT_CARD,2320.54,,
CREDIT,07/18/2023,"Reversal: MCAFEE *WWW.MCAFEE.CO 866-622-3911 TX        07/17  ClaimId: 224868341060001",129.35,ATM,2336.62,,
DEBIT,07/17/2023,"TICKETSTHE OFFSPRING 844-223-5661 DE         07/17",-101.90,DEBIT_CARD,2207.27,,
DEBIT,07/17/2023,"MCAFEE *WWW.MCAFEE.CO 866-622-3911 TX        07/17",-129.35,DEBIT_CARD,2309.17,,
DEBIT,07/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,2438.52,,
DEBIT,07/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           07/17",-75.47,DEBIT_CARD,2451.47,,
DEBIT,07/17/2023,"METAPAY*Jessica Pugh pay.fb.com CA           07/16",-15.00,DEBIT_CARD,2526.94,,
DEBIT,07/17/2023,"WALGREENS STORE 1975 S CHANDLER AZ   710049  07/15",-25.01,DEBIT_CARD,2541.94,,
DEBIT,07/17/2023,"EASYCODE BURNABY BC                          07/15",-7.00,DEBIT_CARD,2566.95,,
DEBIT,07/17/2023,"TACO BELL 037573 CHANDLER AZ                 07/15",-16.17,DEBIT_CARD,2573.95,,
DEBIT,07/17/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           07/15",-32.57,DEBIT_CARD,2590.12,,
DEBIT,07/17/2023,"Autosave General Saving 11425290985",-830.00,ACCT_XFER,2622.69,,
DEBIT,07/17/2023,"VITAL4MEN CHANDLER AZ                        07/13",-87.00,DEBIT_CARD,3452.69,,
DEBIT,07/17/2023,"CIRCLE K # 05301 CHANDLER AZ                 07/13",-10.15,DEBIT_CARD,3539.69,,
DEBIT,07/14/2023,"Nintendo CD1018796691 800-2553700 WA         07/14",-4.30,DEBIT_CARD,3549.84,,
DEBIT,07/14/2023,"APPLE.COM/BILL 866-712-7753 CA               07/13",-3.22,DEBIT_CARD,3554.14,,
CREDIT,07/14/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2897.79,ACH_CREDIT,3557.36,,
DEBIT,07/13/2023,"Rocket Money     Premium    ST-D4W7Z0F6G1K7 CCD ID: 1800948598",-8.00,MISC_DEBIT,659.57,,
DEBIT,07/13/2023,"JOLIES PLACE CHANDLER AZ                     07/11",-70.52,DEBIT_CARD,667.57,,
DEBIT,07/12/2023,"Netflix 1 8445052993 CA                      07/12",-7.54,DEBIT_CARD,738.09,,
DEBIT,07/12/2023,"SP ANKERMAKE US HTTPSUS.ANKER WA             07/11",-26.61,DEBIT_CARD,745.63,,
DEBIT,07/11/2023,"APPLE.COM/BILL 866-712-7753 CA               07/10",-5.38,DEBIT_CARD,772.24,,
DEBIT,07/10/2023,"Instacart San Francisco CA           772405  07/10",-202.31,DEBIT_CARD,777.62,,
DEBIT,07/10/2023,"AMERICAN EXPRESS ACH PMT    A8502           WEB ID: 9493560001",-2.16,ACH_DEBIT,979.93,,
DEBIT,07/10/2023,"THE VAPE LAB CHANDLER AZ                     07/08",-38.79,DEBIT_CARD,982.09,,
